_id	month	neighborhood_municipality	bivalent_booster
162186	2023-09-01	Squirrel Hill South (Pittsburgh)	10
162187	2023-09-01	St. Clair (Pittsburgh)	1
162188	2022-09-01	Stanton Heights (Pittsburgh)	104
162189	2022-11-01	Stanton Heights (Pittsburgh)	345
162190	2023-01-01	Stanton Heights (Pittsburgh)	76
162191	2023-04-01	Stanton Heights (Pittsburgh)	20
162192	2023-06-01	Stanton Heights (Pittsburgh)	8
162193	2023-08-01	Stanton Heights (Pittsburgh)	5
162194	2023-10-01	Stanton Heights (Pittsburgh)	4
162195	2023-08-01	Stowe	6
162196	2023-02-01	Marshall	34
162197	2023-09-01	Marshall	9
162198	2022-09-01	McCandless	675
162199	2022-11-01	McCandless	2191
162200	2023-01-01	McCandless	523
162201	2023-04-01	McCandless	91
162202	2023-06-01	McCandless	65
162203	2023-08-01	McCandless	25
162204	2022-10-01	Mckees rocks	210
162205	2023-02-01	McKeesport	81
162206	2023-09-01	McKeesport	4
162207	2022-10-01	Middle Hill (Pittsburgh)	64
162208	2022-12-01	Middle Hill (Pittsburgh)	58
162209	2023-03-01	Middle Hill (Pittsburgh)	7
162210	2023-05-01	Middle Hill (Pittsburgh)	3
162211	2023-07-01	Middle Hill (Pittsburgh)	2
162212	2022-09-01	Millvale	32
162213	2022-11-01	Millvale	141
162214	2023-01-01	Millvale	22
162215	2023-04-01	Millvale	15
162216	2023-06-01	Millvale	2
162217	2023-08-01	Millvale	5
162218	2023-10-01	Millvale	1
162219	2022-09-01	Monroeville	478
162220	2022-11-01	Monroeville	1862
162221	2023-01-01	Monroeville	458
162222	2023-04-01	Monroeville	62
162223	2023-06-01	Monroeville	45
162224	2023-08-01	Monroeville	18
162225	2023-10-01	Monroeville	6
162226	2022-10-01	Moon	1472
162227	2022-12-01	Moon	832
162228	2023-03-01	Moon	91
162229	2023-05-01	Moon	54
162230	2023-07-01	Moon	12
162231	2023-02-01	Mount Oliver Borough	16
162232	2023-09-01	Mount Oliver Borough	1
162233	2023-09-01	Mount Washington (Pittsburgh)	2
162234	2022-11-01	Mt. Oliver (Pittsburgh)	14
162235	2023-01-01	Mt. Oliver (Pittsburgh)	5
162236	2023-04-01	Mt. Oliver (Pittsburgh)	2
162237	2023-06-01	Mt. Oliver (Pittsburgh)	1
162238	2023-08-01	Mt. Oliver (Pittsburgh)	1
162239	2022-09-01	Munhall	126
162240	2022-11-01	Munhall	542
162241	2023-01-01	Munhall	114
162242	2023-04-01	Munhall	26
162243	2023-06-01	Munhall	20
162244	2023-08-01	Munhall	10
162245	2023-10-01	Munhall	4
162246	2023-02-01	New Homestead (Pittsburgh)	5
162247	2023-02-01	North Braddock	31
162248	2023-09-01	North Braddock	1
162249	2022-09-01	North Fayette	140
162250	2022-11-01	North Fayette	609
162251	2023-01-01	North Fayette	136
162252	2023-04-01	North Fayette	27
162253	2023-06-01	North Fayette	16
162254	2023-08-01	North Fayette	3
162255	2023-10-01	North Fayette	1
162256	2022-11-01	North Oakland (Pittsburgh)	323
162257	2023-01-01	North Oakland (Pittsburgh)	79
162258	2023-04-01	North Oakland (Pittsburgh)	15
162259	2023-06-01	North Oakland (Pittsburgh)	11
162260	2023-08-01	North Oakland (Pittsburgh)	6
162261	2023-10-01	North Oakland (Pittsburgh)	4
162262	2022-09-01	North Shore (Pittsburgh)	3
162263	2022-11-01	North Shore (Pittsburgh)	23
162264	2023-01-01	North Shore (Pittsburgh)	3
162265	2023-04-01	North Shore (Pittsburgh)	1
162266	2023-06-01	North Shore (Pittsburgh)	1
162267	2023-02-01	Northview Heights (Pittsburgh)	9
162268	2023-09-01	Northview Heights (Pittsburgh)	1
162269	2022-10-01	O'Hara	1138
162270	2022-12-01	O'Hara	390
162271	2023-03-01	O'Hara	48
162272	2023-05-01	O'Hara	33
162273	2023-07-01	O'Hara	11
162274	2022-10-01	Oakdale	75
162275	2022-12-01	Oakdale	40
162276	2023-03-01	Oakdale	6
162277	2023-05-01	Oakdale	3
162278	2023-07-01	Oakdale	2
162279	2022-09-01	Oakmont	202
162280	2022-11-01	Oakmont	592
162281	2023-01-01	Oakmont	106
162282	2023-04-01	Oakmont	14
162283	2023-06-01	Oakmont	8
162284	2023-08-01	Oakmont	8
162285	2023-10-01	Oakmont	1
162286	2022-09-01	Oakwood (Pittsburgh)	10
162287	2022-11-01	Oakwood (Pittsburgh)	61
162288	2023-01-01	Oakwood (Pittsburgh)	17
162289	2023-07-01	Ohio	13
162290	2022-10-01	Overbrook (Pittsburgh)	192
162291	2022-12-01	Overbrook (Pittsburgh)	88
162292	2023-03-01	Overbrook (Pittsburgh)	20
162293	2023-05-01	Overbrook (Pittsburgh)	1
162294	2023-07-01	Overbrook (Pittsburgh)	9
162295	2023-02-01	Penn Hills	259
162296	2022-10-01	Pennsbury Village	48
162297	2022-12-01	Pennsbury Village	21
162298	2023-07-01	Pennsbury Village	1
162299	2022-12-01	Perry North (Pittsburgh)	119
162300	2023-03-01	Perry North (Pittsburgh)	26
162301	2023-05-01	Perry North (Pittsburgh)	9
162302	2023-07-01	Perry North (Pittsburgh)	3
162303	2022-09-01	Perry South (Pittsburgh)	18
162304	2022-11-01	Perry South (Pittsburgh)	174
162305	2023-01-01	Perry South (Pittsburgh)	59
162306	2023-04-01	Perry South (Pittsburgh)	14
162307	2023-06-01	Perry South (Pittsburgh)	6
162308	2023-08-01	Perry South (Pittsburgh)	5
162309	2022-10-01	Pine	1013
162310	2022-12-01	Pine	434
162311	2023-03-01	Pine	42
162312	2023-05-01	Pine	28
162313	2023-07-01	Pine	16
162314	2023-02-01	Pitcairn	11
162315	2023-09-01	Pitcairn	2
162316	2022-10-01	Plum	1707
162317	2022-12-01	Plum	875
162318	2023-03-01	Plum	105
162319	2023-05-01	Plum	62
162320	2023-07-01	Plum	16
162321	2022-10-01	Point Breeze (Pittsburgh)	940
162322	2022-12-01	Point Breeze (Pittsburgh)	304
162323	2023-03-01	Point Breeze (Pittsburgh)	41
162324	2023-05-01	Point Breeze (Pittsburgh)	18
162325	2023-07-01	Point Breeze (Pittsburgh)	14
162326	2022-10-01	Point Breeze North (Pittsburgh)	203
162327	2022-12-01	Point Breeze North (Pittsburgh)	81
162328	2023-03-01	Point Breeze North (Pittsburgh)	5
162329	2023-05-01	Point Breeze North (Pittsburgh)	12
162330	2023-07-01	Point Breeze North (Pittsburgh)	2
162331	2022-10-01	Polish Hill (Pittsburgh)	100
162332	2022-12-01	Polish Hill (Pittsburgh)	46
162333	2023-03-01	Polish Hill (Pittsburgh)	2
162334	2023-05-01	Polish Hill (Pittsburgh)	1
162335	2023-07-01	Polish Hill (Pittsburgh)	8
162336	2022-10-01	Port Vue	182
162337	2022-12-01	Port Vue	65
162338	2023-03-01	Port Vue	8
162339	2023-05-01	Port Vue	4
162340	2023-07-01	Port Vue	3
162341	2023-02-01	Rankin	5
162342	2023-09-01	Rankin	2
162343	2022-09-01	Regent Square (Pittsburgh)	50
162344	2022-11-01	Regent Square (Pittsburgh)	141
162345	2023-01-01	Regent Square (Pittsburgh)	25
162346	2023-04-01	Regent Square (Pittsburgh)	3
162347	2023-06-01	Regent Square (Pittsburgh)	2
162348	2023-10-01	Regent Square (Pittsburgh)	1
162349	2022-09-01	Richland	199
162350	2022-11-01	Richland	751
162351	2023-01-01	Richland	168
162352	2023-04-01	Richland	32
162353	2023-06-01	Richland	19
162354	2023-08-01	Richland	16
162355	2022-09-01	Ridgemont (Pittsburgh)	5
162356	2022-11-01	Ridgemont (Pittsburgh)	36
162357	2023-01-01	Ridgemont (Pittsburgh)	3
162358	2023-04-01	Ridgemont (Pittsburgh)	1
162359	2022-10-01	Robinson	1026
162360	2023-10-01	Stowe	1
162361	2023-09-01	Strip District (Pittsburgh)	2
162362	2022-10-01	Summer Hill (Pittsburgh)	57
162363	2022-12-01	Summer Hill (Pittsburgh)	29
162364	2023-03-01	Summer Hill (Pittsburgh)	2
162365	2023-05-01	Summer Hill (Pittsburgh)	2
162366	2023-07-01	Summer Hill (Pittsburgh)	4
162367	2022-12-01	Swisshelm Park (Pittsburgh)	79
162368	2023-05-01	Swisshelm Park (Pittsburgh)	3
162369	2023-07-01	Swisshelm Park (Pittsburgh)	1
162370	2022-09-01	Swissvale	164
162371	2022-11-01	Swissvale	502
162372	2023-01-01	Swissvale	123
162373	2023-04-01	Swissvale	29
162374	2023-06-01	Swissvale	15
162375	2023-08-01	Swissvale	8
162376	2023-10-01	Swissvale	2
162377	2022-10-01	Tarentum	167
162378	2022-12-01	Tarentum	72
162379	2023-03-01	Tarentum	16
162380	2023-05-01	Tarentum	6
162381	2023-07-01	Tarentum	4
162382	2022-10-01	Terrace Village (Pittsburgh)	65
162383	2022-12-01	Terrace Village (Pittsburgh)	33
162384	2023-03-01	Terrace Village (Pittsburgh)	6
162385	2023-05-01	Terrace Village (Pittsburgh)	10
162386	2023-07-01	Terrace Village (Pittsburgh)	2
162387	2023-02-01	Thornburg	4
162388	2022-10-01	Trafford	1
162389	2022-09-01	Troy Hill (Pittsburgh)	47
162390	2022-11-01	Troy Hill (Pittsburgh)	163
162391	2023-04-01	Troy Hill (Pittsburgh)	12
162392	2023-02-01	Turtle Creek	25
162393	2023-09-01	Turtle Creek	1
162394	2022-09-01	Undefined	24
162395	2022-11-01	Undefined	105
162396	2023-01-01	Undefined	32
162397	2023-04-01	Undefined	5
162398	2023-06-01	Undefined	4
162399	2023-08-01	Undefined	3
162400	2023-02-01	Undefined (Pittsburgh)	2
162401	2022-10-01	Upper Hill (Pittsburgh)	90
162402	2022-12-01	Upper Hill (Pittsburgh)	48
162403	2023-03-01	Upper Hill (Pittsburgh)	8
162404	2023-05-01	Upper Hill (Pittsburgh)	3
162405	2023-07-01	Upper Hill (Pittsburgh)	3
162406	2022-11-01	Upper Lawrenceville (Pittsburgh)	150
162407	2023-01-01	Upper Lawrenceville (Pittsburgh)	55
162408	2023-04-01	Upper Lawrenceville (Pittsburgh)	6
162409	2023-06-01	Upper Lawrenceville (Pittsburgh)	5
162410	2023-08-01	Upper Lawrenceville (Pittsburgh)	3
162411	2022-10-01	Upper Saint Clair	1808
162412	2022-12-01	Upper Saint Clair	852
162413	2023-03-01	Upper Saint Clair	86
162414	2023-05-01	Upper Saint Clair	64
162415	2022-09-01	Verona	32
162416	2022-11-01	Verona	117
162417	2023-01-01	Verona	34
162418	2023-04-01	Verona	5
162419	2023-06-01	Verona	2
162420	2023-08-01	Verona	1
162421	2022-09-01	Versailles	9
162422	2022-11-01	Versailles	54
162423	2023-01-01	Versailles	19
162424	2023-04-01	Versailles	5
162425	2022-10-01	Wall	29
162426	2022-12-01	Wall	2
162427	2023-03-01	Wall	2
162428	2023-07-01	Wall	1
162429	2022-10-01	West End (Pittsburgh)	9
162430	2022-12-01	West End (Pittsburgh)	4
162431	2023-03-01	West End (Pittsburgh)	2
162432	2023-02-01	West Homestead	5
162433	2022-10-01	West Mifflin	1181
162434	2022-12-01	West Mifflin	522
162435	2023-03-01	West Mifflin	71
162436	2023-05-01	West Mifflin	35
162437	2023-07-01	West Mifflin	13
162438	2023-07-01	West Oakland (Pittsburgh)	2
162439	2022-09-01	West View	77
162440	2022-11-01	West View	372
162441	2023-04-01	West View	10
162442	2022-09-01	Westwood (Pittsburgh)	45
162443	2022-11-01	Westwood (Pittsburgh)	178
162444	2023-01-01	Westwood (Pittsburgh)	50
162445	2023-04-01	Westwood (Pittsburgh)	7
162446	2023-06-01	Westwood (Pittsburgh)	5
162447	2023-08-01	Westwood (Pittsburgh)	2
162448	2023-10-01	Westwood (Pittsburgh)	2
162449	2022-09-01	Whitaker	5
162450	2022-11-01	Whitaker	46
162451	2023-01-01	Whitaker	6
162452	2023-04-01	Whitaker	3
162453	2022-09-01	White Oak	85
162454	2022-11-01	White Oak	420
162455	2023-01-01	White Oak	113
162456	2023-04-01	White Oak	12
162457	2023-06-01	White Oak	1
162458	2023-08-01	White Oak	2
162459	2023-10-01	White Oak	4
162460	2022-10-01	Whitehall	1198
162461	2022-12-01	Whitehall	490
162462	2023-03-01	Whitehall	70
162463	2023-05-01	Whitehall	37
162464	2023-07-01	Whitehall	21
162465	2022-10-01	Wilkins	508
162466	2022-12-01	Wilkins	198
162467	2023-03-01	Wilkins	31
162468	2023-05-01	Wilkins	20
162469	2023-07-01	Wilkins	8
162470	2022-09-01	Wilkinsburg	237
162471	2022-11-01	Wilkinsburg	829
162472	2023-01-01	Wilkinsburg	224
162473	2023-04-01	Wilkinsburg	42
162474	2023-06-01	Wilkinsburg	36
162475	2023-08-01	Wilkinsburg	15
162476	2023-10-01	Wilkinsburg	2
162477	2023-09-01	Windgap (Pittsburgh)	2
162478	2022-12-01	Robinson	470
162479	2023-03-01	Robinson	61
162480	2023-05-01	Robinson	28
162481	2023-07-01	Robinson	7
162482	2022-10-01	Ross	2551
162483	2022-12-01	Ross	1142
162484	2023-03-01	Ross	151
162485	2023-05-01	Ross	76
162486	2023-07-01	Ross	35
162487	2023-02-01	Scott	89
162488	2023-09-01	Scott	12
162489	2022-09-01	Sewickley	99
162490	2022-11-01	Sewickley	294
162491	2023-01-01	Sewickley	73
162492	2023-04-01	Sewickley	8
162493	2023-06-01	Sewickley	5
162494	2023-08-01	Sewickley	4
162495	2022-09-01	Sewickley Heights	18
162496	2022-11-01	Sewickley Heights	78
162497	2023-01-01	Sewickley Heights	13
162498	2023-04-01	Sewickley Heights	2
162499	2023-06-01	Sewickley Heights	2
162500	2023-08-01	Sewickley Heights	1
162501	2022-09-01	Sewickley Hills	17
162502	2022-11-01	Sewickley Hills	40
162503	2023-01-01	Sewickley Hills	10
162504	2023-04-01	Sewickley Hills	3
162505	2023-06-01	Sewickley Hills	4
162506	2023-08-01	Sewickley Hills	3
162507	2022-10-01	Shadyside (Pittsburgh)	1368
162508	2022-12-01	Shadyside (Pittsburgh)	464
162509	2023-03-01	Shadyside (Pittsburgh)	58
162510	2023-05-01	Shadyside (Pittsburgh)	40
162511	2023-07-01	Shadyside (Pittsburgh)	13
162512	2023-02-01	Shaler	190
162513	2023-09-01	Shaler	20
162514	2022-12-01	Sharpsburg	89
162515	2023-05-01	Sharpsburg	10
162516	2023-09-01	Sheraden (Pittsburgh)	6
162517	2022-10-01	South Fayette	769
162518	2022-12-01	South Fayette	377
162519	2023-03-01	South Fayette	56
162520	2023-05-01	South Fayette	24
162521	2023-07-01	South Fayette	8
162522	2023-08-01	South Park	13
162523	2023-10-01	South Park	2
162524	2022-10-01	South Shore (Pittsburgh)	11
162525	2022-10-01	South Versailles	20
162526	2022-12-01	South Versailles	5
162527	2023-03-01	South Versailles	1
162528	2022-10-01	Southside Flats (Pittsburgh)	402
162529	2022-12-01	Southside Flats (Pittsburgh)	163
162530	2023-03-01	Southside Flats (Pittsburgh)	27
162531	2023-05-01	Southside Flats (Pittsburgh)	27
162532	2023-07-01	Southside Flats (Pittsburgh)	7
162533	2022-10-01	Southside Slopes (Pittsburgh)	212
162534	2022-12-01	Southside Slopes (Pittsburgh)	97
162535	2023-03-01	Southside Slopes (Pittsburgh)	13
162536	2022-10-01	Spring Garden (Pittsburgh)	44
162537	2022-12-01	Spring Garden (Pittsburgh)	16
162538	2023-03-01	Spring Garden (Pittsburgh)	3
162539	2023-05-01	Spring Garden (Pittsburgh)	1
162540	2022-09-01	Spring Hill-City View (Pittsburgh)	43
162541	2022-11-01	Spring Hill-City View (Pittsburgh)	144
162542	2023-01-01	Spring Hill-City View (Pittsburgh)	26
162543	2023-04-01	Spring Hill-City View (Pittsburgh)	4
162544	2023-06-01	Spring Hill-City View (Pittsburgh)	1
162545	2023-08-01	Spring Hill-City View (Pittsburgh)	3
162546	2022-10-01	Squirrel Hill North (Pittsburgh)	1204
162547	2022-12-01	Squirrel Hill North (Pittsburgh)	408
162548	2023-03-01	Squirrel Hill North (Pittsburgh)	48
162549	2023-05-01	Squirrel Hill North (Pittsburgh)	41
162550	2023-07-01	Squirrel Hill North (Pittsburgh)	22
162551	2022-09-01	Squirrel Hill South (Pittsburgh)	616
162552	2022-10-01	St. Clair (Pittsburgh)	12
162553	2022-12-01	St. Clair (Pittsburgh)	7
162554	2023-03-01	St. Clair (Pittsburgh)	1
162555	2023-05-01	St. Clair (Pittsburgh)	2
162556	2022-10-01	Stanton Heights (Pittsburgh)	446
162557	2022-10-01	Stowe	235
162558	2022-12-01	Stowe	116
162559	2023-03-01	Stowe	16
162560	2023-05-01	Stowe	7
162561	2023-07-01	Stowe	3
162562	2022-09-01	Strip District (Pittsburgh)	45
162563	2022-11-01	Strip District (Pittsburgh)	110
162564	2023-01-01	Strip District (Pittsburgh)	34
162565	2023-04-01	Strip District (Pittsburgh)	5
162566	2023-06-01	Strip District (Pittsburgh)	4
162567	2023-08-01	Strip District (Pittsburgh)	1
162568	2023-10-01	Strip District (Pittsburgh)	1
162569	2023-02-01	Swisshelm Park (Pittsburgh)	5
162570	2023-02-01	Swissvale	65
162571	2023-09-01	Swissvale	4
162572	2022-10-01	Thornburg	69
162573	2022-12-01	Thornburg	9
162574	2023-03-01	Thornburg	1
162575	2023-02-01	Troy Hill (Pittsburgh)	10
162576	2023-09-01	Troy Hill (Pittsburgh)	1
162577	2022-09-01	Turtle Creek	30
162578	2022-11-01	Turtle Creek	202
162579	2023-01-01	Turtle Creek	39
162580	2023-04-01	Turtle Creek	13
162581	2023-06-01	Turtle Creek	1
162582	2023-08-01	Turtle Creek	2
162583	2023-10-01	Turtle Creek	1
162584	2023-09-01	Undefined	1
162585	2022-11-01	Undefined (Pittsburgh)	5
162586	2023-06-01	Undefined (Pittsburgh)	2
162587	2022-09-01	Upper Hill (Pittsburgh)	24
162588	2022-11-01	Upper Hill (Pittsburgh)	107
162589	2023-01-01	Upper Hill (Pittsburgh)	24
162590	2023-04-01	Upper Hill (Pittsburgh)	4
162591	2023-06-01	Upper Hill (Pittsburgh)	5
162592	2023-08-01	Upper Hill (Pittsburgh)	3
162593	2023-10-01	Upper Hill (Pittsburgh)	1
162594	2022-10-01	Upper Lawrenceville (Pittsburgh)	226
162595	2022-12-01	Upper Lawrenceville (Pittsburgh)	95
162596	2023-03-01	Upper Lawrenceville (Pittsburgh)	10
162597	2023-05-01	Upper Lawrenceville (Pittsburgh)	6
162598	2023-07-01	Upper Lawrenceville (Pittsburgh)	2
162599	2022-09-01	Upper Saint Clair	538
162600	2022-11-01	Upper Saint Clair	1697
162601	2023-01-01	Upper Saint Clair	434
162602	2023-04-01	Upper Saint Clair	75
162603	2023-06-01	Upper Saint Clair	51
162604	2023-08-01	Upper Saint Clair	39
162605	2023-10-01	Upper Saint Clair	2
162606	2023-09-01	Verona	6
162607	2022-10-01	Versailles	92
162608	2022-12-01	Versailles	28
162609	2023-03-01	Versailles	4
162610	2023-07-01	Versailles	2
162611	2022-09-01	Wall	3
162612	2022-11-01	Wall	19
162613	2023-01-01	Wall	8
162614	2023-04-01	Wall	2
162615	2023-08-01	Wall	2
162616	2022-10-01	West Deer	854
162617	2022-12-01	West Deer	306
162618	2023-03-01	West Deer	44
162619	2023-05-01	West Deer	20
162620	2023-07-01	West Deer	10
162621	2022-10-01	West Elizabeth	10
162622	2022-12-01	West Elizabeth	11
162623	2023-03-01	West Elizabeth	3
162624	2022-10-01	West Homestead	97
162625	2022-12-01	West Homestead	42
162626	2023-03-01	West Homestead	11
162627	2023-05-01	West Homestead	4
162628	2023-07-01	West Homestead	1
162629	2023-01-01	West Mifflin	218
162630	2023-06-01	West Mifflin	21
162631	2023-08-01	West Mifflin	19
162632	2023-10-01	West Mifflin	3
162633	2023-02-01	West Oakland (Pittsburgh)	4
162634	2023-02-01	West View	30
162635	2023-09-01	West View	5
162636	2022-10-01	Westwood (Pittsburgh)	200
162637	2022-12-01	Westwood (Pittsburgh)	94
162638	2023-03-01	Westwood (Pittsburgh)	14
162639	2023-05-01	Westwood (Pittsburgh)	5
162640	2023-02-01	Whitaker	4
162641	2022-10-01	White Oak	571
162642	2022-12-01	White Oak	213
162643	2023-03-01	White Oak	18
162644	2023-05-01	White Oak	9
162645	2023-07-01	White Oak	1
162646	2022-09-01	Wilkins	126
162647	2022-11-01	Wilkins	391
162648	2023-01-01	Wilkins	121
162649	2023-04-01	Wilkins	19
162650	2023-06-01	Wilkins	6
162651	2023-08-01	Wilkins	9
162652	2023-09-01	Wilkinsburg	8
162653	2022-10-01	Wilmerding	65
162654	2022-12-01	Wilmerding	38
162655	2023-03-01	Wilmerding	3
162656	2023-05-01	Wilmerding	3
162657	2023-07-01	Wilmerding	1
162658	2022-09-01	Windgap (Pittsburgh)	10
162659	2022-11-01	Windgap (Pittsburgh)	82
162660	2023-01-01	Windgap (Pittsburgh)	24
162661	2023-04-01	Windgap (Pittsburgh)	4
162662	2023-06-01	Windgap (Pittsburgh)	4
162663	2023-08-01	Windgap (Pittsburgh)	1
162664	2023-04-01	Lincoln-Lemington-Belmar (Pittsburgh)	12
162665	2023-06-01	Lincoln-Lemington-Belmar (Pittsburgh)	8
162666	2023-02-01	Lower Lawrenceville (Pittsburgh)	12
162667	2023-09-01	Lower Lawrenceville (Pittsburgh)	2
162668	2022-10-01	Manchester (Pittsburgh)	144
162669	2022-12-01	Manchester (Pittsburgh)	81
162670	2023-03-01	Manchester (Pittsburgh)	20
162671	2023-05-01	Manchester (Pittsburgh)	6
162672	2023-07-01	Manchester (Pittsburgh)	1
162673	2023-10-01	Marshall	2
162674	2022-09-01	Marshall-Shadeland (Pittsburgh)	23
162675	2022-11-01	Marshall-Shadeland (Pittsburgh)	121
162676	2023-01-01	Marshall-Shadeland (Pittsburgh)	39
162677	2023-04-01	Marshall-Shadeland (Pittsburgh)	16
162678	2023-06-01	Marshall-Shadeland (Pittsburgh)	5
162679	2023-08-01	Marshall-Shadeland (Pittsburgh)	3
162680	2023-10-01	Marshall-Shadeland (Pittsburgh)	1
162681	2022-10-01	McCandless	2582
162682	2022-12-01	McCandless	986
162683	2023-03-01	McCandless	124
162684	2023-05-01	McCandless	67
162685	2023-07-01	McCandless	27
162686	2022-12-01	Mckees rocks	87
162687	2023-03-01	Mckees rocks	17
162688	2023-05-01	Mckees rocks	6
162689	2023-07-01	Mckees rocks	2
162690	2022-10-01	McKeesport	668
162691	2022-12-01	McKeesport	332
162692	2023-03-01	McKeesport	62
162693	2023-05-01	McKeesport	29
162694	2023-07-01	McKeesport	17
162695	2022-09-01	Middle Hill (Pittsburgh)	7
162696	2022-11-01	Middle Hill (Pittsburgh)	62
162697	2023-01-01	Middle Hill (Pittsburgh)	26
162698	2023-04-01	Middle Hill (Pittsburgh)	11
162699	2023-06-01	Middle Hill (Pittsburgh)	2
162700	2023-08-01	Middle Hill (Pittsburgh)	5
162701	2023-10-01	Middle Hill (Pittsburgh)	3
162702	2022-10-01	Monroeville	2261
162703	2022-12-01	Monroeville	876
162704	2023-03-01	Monroeville	157
162705	2023-05-01	Monroeville	68
162706	2023-07-01	Monroeville	32
162707	2023-02-01	Moon	114
162708	2023-09-01	Moon	14
162709	2022-09-01	Morningside (Pittsburgh)	88
162710	2022-11-01	Morningside (Pittsburgh)	271
162711	2023-01-01	Morningside (Pittsburgh)	63
162712	2023-04-01	Morningside (Pittsburgh)	5
162713	2023-06-01	Morningside (Pittsburgh)	8
162714	2023-08-01	Morningside (Pittsburgh)	9
162715	2023-10-01	Morningside (Pittsburgh)	2
162716	2022-09-01	Mount Lebanon	1048
162717	2022-11-01	Mount Lebanon	3048
162718	2023-01-01	Mount Lebanon	664
162719	2023-04-01	Mount Lebanon	121
162720	2023-06-01	Mount Lebanon	76
162721	2023-08-01	Mount Lebanon	40
162722	2023-10-01	Mount Lebanon	8
162723	2023-02-01	Mount Washington (Pittsburgh)	43
162724	2023-02-01	Mt. Oliver (Pittsburgh)	3
162725	2023-02-01	Munhall	63
162726	2022-10-01	Neville	61
162727	2022-12-01	Neville	14
162728	2023-03-01	Neville	4
162729	2023-05-01	Neville	1
162730	2022-09-01	New Homestead (Pittsburgh)	9
162731	2022-11-01	New Homestead (Pittsburgh)	55
162732	2023-01-01	New Homestead (Pittsburgh)	21
162733	2023-04-01	New Homestead (Pittsburgh)	5
162734	2023-08-01	New Homestead (Pittsburgh)	2
162735	2022-10-01	North Braddock	179
162736	2022-12-01	North Braddock	93
162737	2023-03-01	North Braddock	14
162738	2023-05-01	North Braddock	8
162739	2023-07-01	North Braddock	3
162740	2023-02-01	North Oakland (Pittsburgh)	24
162741	2023-09-01	North Oakland (Pittsburgh)	3
162742	2023-02-01	North Versailles	65
162743	2023-09-01	North Versailles	2
162744	2022-09-01	Northview Heights (Pittsburgh)	3
162745	2022-11-01	Northview Heights (Pittsburgh)	23
162746	2023-01-01	Northview Heights (Pittsburgh)	11
162747	2023-04-01	Northview Heights (Pittsburgh)	3
162748	2023-06-01	Northview Heights (Pittsburgh)	3
162749	2023-08-01	Northview Heights (Pittsburgh)	6
162750	2023-02-01	O'Hara	53
162751	2023-09-01	O'Hara	5
162752	2022-09-01	Oakdale	24
162753	2022-11-01	Oakdale	69
162754	2023-01-01	Oakdale	17
162755	2023-04-01	Oakdale	2
162756	2023-06-01	Oakdale	4
162757	2023-05-01	Oakmont	16
162758	2023-07-01	Oakmont	3
162759	2022-10-01	Oakwood (Pittsburgh)	89
162760	2022-12-01	Oakwood (Pittsburgh)	26
162761	2023-03-01	Oakwood (Pittsburgh)	10
162762	2023-05-01	Oakwood (Pittsburgh)	3
162763	2023-07-01	Oakwood (Pittsburgh)	1
162764	2022-09-01	Ohio	157
162765	2022-11-01	Ohio	535
162766	2023-01-01	Ohio	115
162767	2023-04-01	Ohio	12
162768	2023-06-01	Ohio	12
162769	2023-08-01	Ohio	12
162770	2023-10-01	Ohio	1
162771	2022-09-01	Overbrook (Pittsburgh)	38
162772	2022-11-01	Overbrook (Pittsburgh)	154
162773	2023-01-01	Overbrook (Pittsburgh)	27
162774	2023-04-01	Overbrook (Pittsburgh)	7
162775	2023-06-01	Overbrook (Pittsburgh)	1
162776	2023-08-01	Overbrook (Pittsburgh)	5
162777	2023-10-01	Overbrook (Pittsburgh)	1
162778	2023-09-01	Penn Hills	17
162779	2022-09-01	Pennsbury Village	8
162780	2022-11-01	Pennsbury Village	40
162781	2023-01-01	Pennsbury Village	9
162782	2023-06-01	Pennsbury Village	2
162783	2022-09-01	Perry North (Pittsburgh)	48
162784	2022-11-01	Perry North (Pittsburgh)	205
162785	2023-01-01	Perry North (Pittsburgh)	59
162786	2023-04-01	Perry North (Pittsburgh)	7
162787	2023-06-01	Perry North (Pittsburgh)	5
162788	2023-08-01	Perry North (Pittsburgh)	6
162789	2023-02-01	Pine	94
162790	2023-09-01	Pine	9
162791	2022-09-01	Pleasant Hills	143
162792	2022-11-01	Pleasant Hills	483
162793	2023-01-01	Pleasant Hills	97
162794	2023-04-01	Pleasant Hills	18
162795	2023-06-01	Pleasant Hills	17
162796	2023-08-01	Pleasant Hills	5
162797	2023-10-01	Pleasant Hills	3
162798	2023-09-01	Plum	13
162799	2022-09-01	Point Breeze (Pittsburgh)	300
162800	2022-11-01	Point Breeze (Pittsburgh)	563
162801	2023-01-01	Point Breeze (Pittsburgh)	150
162802	2023-04-01	Point Breeze (Pittsburgh)	26
162803	2023-06-01	Point Breeze (Pittsburgh)	29
162804	2023-08-01	Point Breeze (Pittsburgh)	7
162805	2023-10-01	Point Breeze (Pittsburgh)	1
162806	2023-02-01	Point Breeze North (Pittsburgh)	17
162807	2023-09-01	Point Breeze North (Pittsburgh)	3
162808	2022-09-01	Polish Hill (Pittsburgh)	24
162809	2022-11-01	Polish Hill (Pittsburgh)	72
162810	2023-01-01	Polish Hill (Pittsburgh)	16
162811	2023-04-01	Polish Hill (Pittsburgh)	2
162812	2023-06-01	Polish Hill (Pittsburgh)	6
